Timestamp,School Name,pumpkin_diameter,pumpkin_thickness,pumpkin_height,rubber-band_length,rubber-band_width,pumpkin_circumference,rubber-band_number,"If you video taped your explosion and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Teacher Name / Twitter Name,Comments,"If you video taped your destruction and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Teacher Name or Twitter Name,Make an Estimate!!!! - How many rubber bands will make this pumpkin explode?,"If you video taped your destruction and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Watch Act 3 to see the pumpkin explode! [watch only after estimating]
11/1/2018 14:00:56,St. Peter Catholic Elementary School,26,3,25,13,5,86,205,,Ms_SAlves,"Hello,
Thank you for giving us this wonderful idea!! It was fun to do as a class.
From, 

Ms.Alves afternoon class- Grade 6 
St. Peter",,,,,
11/1/2018 14:48:53,Rockwood Centennial Public School,25.5,3.5,33,3.5,0.5,87,181,https://drive.google.com/file/d/1Luo5XhlAXlvWYKYHh8l6lZF63C0fyeFP/view?usp=sharing,Mrs. Betts,,,,213,,
11/1/2018 14:55:31,Harrisonburg High School,20.9,2.5,17.2,,,69,194,,Erin Nafziger / @erin_nafziger,,,,,,
11/1/2018 15:00:31,St. Benedict CES,33,4,20,16.5,5,13,381,https://youtu.be/GaMm8uNfgx4,S. Maciel / @Ms_SMaciel,"	• The rubber bands turn into a rubber band ball
	• The pumpkin split completely in half
	• As you put the rubber bands on, an indentation begins to occur 
	
Thank you for giving our class such a memorable opportunity to make real-life estimates and test them to see whether our estimate was accurate or not. It was a LOT of fun. I will participate again with future classes.",,,150,,
11/1/2018 15:01:04,WMMS,23.5,3.175,21.6,,,73.66,320,,Freid,,,,400,,
11/1/2018 15:01:42,Linkhorne Middle School,30.48,3.81,22.86,,,69.85,280,,Pomajzl,,,,,,
11/1/2018 15:11:44,BFMS,21,2.54,20.32,,,67.31,320,,The Scott's,,,,325,,
11/1/2018 17:37:54,Lincoln Heights,24,2.5,21.5,15.24,1.6,81,410,,D.Frier / @mrsfrier,Learned band around pumpkin has to be kept narrow.,,,220,,
11/1/2018 22:57:55,St. Ignatius,23,3,21,8.9,0.3,74,278,,Miss. Tombolan,,,,289,,
11/2/2018 9:50:18,Sir Ernest MacMillan Senior Public School,27,3.5,27,18,2,35,230,,@yingzi_tdsb,pumpkin was starting to rot,,,150,,
11/2/2018 9:52:28,South Kingstown High School ,31,5,30,,,98,217,,Ms Bubrick ,Our prediction was 250 and the actual amount of rubber bands it took for it to explode was 217 ,,,215,,
11/2/2018 10:37:46,Dr Frank Hayden,25,2.2,18,7.62,1.5875,66,360,,Anjos/@misscasucch,,,,300,,
11/2/2018 10:51:30,Calgary French and International School,23,4,31.8,8.9,0.6,76.5,122,,Annabelle Daignault / @MmeDaignault,,,,,,
11/2/2018 11:05:23,Dr Frank Hayden,15,,14,7.62,1.5875,42,660,,Anjos/@misscasucch,,,,500,,
11/2/2018 11:13:12,,30,4,32,8.8,1.7,86.5,168,,,,,,300,,
11/2/2018 11:46:07,Calgary French and International School,19.1,2.5,33.8,8.9,0.6,66.5,80,,Annabelle Daignault / @MmeDaignault,,,,,,
11/2/2018 12:44:01,William D. Pratt,20,5,25,21,3,63,470,,Ryan MacLeod @yyctea,Fun!,,,300,,
11/2/2018 13:37:30,St. Augustine CES,26,3,25,,85,85,323,,Math Department,,,,,,
11/2/2018 13:39:50,St Augustine CHS,29,3,28.5,8.5,,95,347,,Math Department,,,,,,
11/2/2018 13:41:11,St. Augustine CHS,25,2.5,22,8.5,,86,350,,Math Department,,,,,,
11/2/2018 13:43:01,Our Lady of Mercy,37,4,25,15.2,2,85,330,,@Ms.Balemba,,,,330,,
11/2/2018 13:44:15,St. Augustine CHS,24,2.5,26,8.5,,83,188,,Math Department,,,,,,
11/2/2018 13:45:20,Our Lady of Mercy Cathloc School,31.8,3,30.5,,,91,408,@MsBalemba,@MsBalemba,we put on elastics 3 at a time and my fingers kept getting stuck,,,265,,
11/2/2018 13:45:31,Our Lady of Mercy C.S,25.5,3,24.5,15.2,2,82,265,@MsBalemba,@MsBalemba,,,,230,,
11/2/2018 13:45:43,Our Lady of Mercy C.S.,27,4,34,15.2,2,84,324,@Ms Balemba,@MsBalemba,"We put on 4 at a time
You need to keep the elastics in the middle
It was heavy when i picked it up.",,,300,,
11/2/2018 13:45:51,Our Lady Of Mercy C.S.,24,3,31,15.2,1,87.3,388,@MsBalemba,@MsBalemba,We put three elastic bands in at a time. But for the first fifty bands we did one at a time.,,,,,
11/2/2018 13:45:52,Our Lady of Mercy,37,4,25,15.2,2,85,330,,@Ms.Balemba,Put elastic on 5 at a time. Took turns,,,330,,
11/2/2018 13:45:53,Our Lady Of Mercy C.S.,28,3.5,25,15.2,2,98,310,@MsBalemba,@MsBalemba,We put 10 twisted rubber band on at a time. The same people put them in the whole time.,,,241,,
11/2/2018 13:45:59,Our Lady of Mercy C.S.,25.5,3,24.5,15.2,2,82,265,@MsBalemba,@MsBalemba,"My group used 2,3,5 elastics at a time. The elastics slipped off a couple times. We needed to move the elastics up at some points so the rubber bands were in the middle.",,,250,,
11/2/2018 13:46:05,Our Lady of Mercy C.S.,31.8,3,30.5,15.2,2,91,408,@MsBalemba,@MsBalemba,"We put the elastics on 5 at a time until 200, and then switched to 2 at a time until the explosion. ",,,261,,
11/2/2018 13:46:41,Our Lady of Mercy,24,3.25,36,15.2,2,87.5,276,,@MsBalemba,Are group split into 2 different groups and each group put on 20 elastics then we would switch. Are group put on 2 elastics at a time,,,250,,
11/2/2018 13:48:08,St. Augustine CHS,21,3,26.5,8.5,,74,256,,Math Department,,,,,,
11/2/2018 13:49:44,St. Augustine CHS,23,3.5,25,8.5,,79,496,,Math Department,,,,,,
11/2/2018 16:26:50,,11,2,16,5,16,53,278,,,how tight the elastics are to the pumpkin.  These were very tight. ,,,,,
11/2/2018 16:29:00,Lillian Berg School,11,2,16,5,16,53,278,,@mselliottkpdsb,,,,,,
11/5/2018 8:18:07,Orillia Secondary School,31.5,3,24,8.9,2,99,500,,Ms Dance @MsMDance,,,,,,
11/5/2018 9:55:01,Orillia Secondary School,28.64,3,28,8.9,2,90,341,,Ms Dance @MsMDance,,,,,,
11/5/2018 13:10:53,Mississinawa Valley,14.5,3,16,8,0.5,45.55,373,,@gwen_bergman,,,,425,,
11/5/2018 14:38:55,Fort Frances High School,25.7,22,23.5,8.95,0.63,87,139,,Mr.Gibson,,,,,,
11/5/2018 16:30:14,Constable Neil Bruce Middle School,26.5,3.5,22.5,9,4,83.5,235,,Mrs. Schmidtz,,,,300,,
11/5/2018 17:18:14,,76,3,35,8.9,0.3,238.76,478,,,,,,,,
11/6/2018 14:32:09,Mississinawa Valley,15,2.6,15.5,9,0.5,47.1,366,,@gwen_bergman,,,,425,,
11/6/2018 14:45:25,Finley Jr. High,25,5.5,27.8,9,6,84.8,240,,Melone,,,,300,,
11/6/2018 14:49:17,Elden D. Finley Jr High,27,5.5,31,9,6,81,200,https://twitter.com/MargiePligge/status/1057655805309341700,Gadah Joudeh/@MrsJoudeh,,,,250,,
11/6/2018 19:27:28,Mississinawa Valley High School,25.4,4,25,18,3.175,86,310,,@_andrewking_,,,,200,,
11/6/2018 20:46:52,North Dundas District High School,20.69,3,20,,,65,204,,Mr. Tupper,,,,,,
11/6/2018 20:47:30,North Dundas District High School,16,3,22,,,51,470,,Mr. Tupper,,,,,,
11/6/2018 20:48:13,North Dundas District High School,24.5,3,26,,,77,383,,Mr. Tupper,,,,,,
11/7/2018 11:28:03,Bonner Springs High School,15.24,3,15.24,8,8,45.7,225,,bshsmrjohnson,"the height, diameter, circumference, thickness of the walls, and age all effect the amount of time and diameter it takes to explode the pumpkin",,,200,,
11/7/2018 11:42:14,Bonner Springs High School ,29,4.7,23,7.5,7.5,37,301,,bshsmrjohnson,Ours was the biggest but wasn't the most rubber bands I think because it was so wide.,,,300,,
11/7/2018 11:42:35,Bonner Springs High School,18,4.2,25,9,0.5,63,431,,Johnson,,,,431,,
11/7/2018 11:52:00,Bonner Springs High School,16.5,2.6,17,9,3.175,54.5,565,,bshsmrjohnson,,,,150,,
11/7/2018 11:58:35,Bonner Springs High School,30.3,3,29,8.9,0.32,95,320,,Ms.Hill,The amount of air inside the pumpkin. ,,,550,,
11/7/2018 13:20:35,Archie Stouffer Elementary,24,4,37,10,6.5,87,315,,@NESalvatori,,,,250,,
11/7/2018 13:22:53,Archie Stouffer Elementary,25,5,36,17,2.5,89,169,,@NESalvatori,,,,250,,
11/7/2018 13:29:15,Archie Stouffer Elementary,28,6,64,16,3,85,450,,@NESalvatori,,,,250,,
11/7/2018 13:31:46,Archie Stouffer Elementary,22,3,34,17,3,76,365,,@NESalvatori,,,,250,,
11/7/2018 13:35:19,Archie Stouffer Elementary,18.5,3.5,34.5,16.5,3,79,352,,@NESalvatori,,,,250,,
11/7/2018 13:50:26,BHSH,28,4.5,24,9,0.3,91,460,,Mr.Johnson,,,,225,,
11/7/2018 14:10:25,Bonner Springs High School,15,2,15,9.6,0.3,51,532,,Mr. Johnson,,,,206,,
11/7/2018 14:46:16,Couchiching Heights Public School,18,2,15,9.5,6,57,171,,Mr. Launchbury,,,,143,,
11/7/2018 14:49:38,Couchiching Heights Public School,17,2,19,9.5,6,62,209,,Mr. Launchbury,,,,202,,
11/7/2018 14:53:36,Couchiching Heights Public School,22,2,15,9.5,6,69,175,,Mr. Launchbury,,,,156,,
11/7/2018 14:56:30,Couchiching Heights Public School,18,2,15,9.5,6,69,203,,Mr. Launchbury,,,,246,,
11/7/2018 14:58:02,Couchiching Heights Public School,20,2,14,9.5,6,63,220,,Mr. Launchbury,,,,,,
11/7/2018 15:13:47,Bonner Springs High School,30,3,25,8.9,0.32,94,298,,Andrea Hill,,,,230,,
11/7/2018 15:19:15,bshs,14,2.5,14,8.9,1,57,285,,mrs.hill,it was weird and it surprised me and it took long ,,,207,,
11/7/2018 15:45:55,Victoria Fisher,15,15,10,5,5,20,615,,Johnson,,,,200,,
11/7/2018 15:46:32,Esther Tommy,24,3.5,23,9,0.5,76,555,,Johnson,,,,200,,
11/8/2018 11:26:49,BSHS,8.6,-1,9.5,8.9,0.3,27,210,,Mrs. Hill,,,,270,,
11/8/2018 11:30:11,Bonner Springs High School,11,2.5,31,8.9,0.3,35,225,,Mrs. Hill,,,,217,,
11/8/2018 11:32:13,Bonner Springs high School,9.6,2,26,8.9,0.3,30,535,ok,Mrs.Hill,nothing,,,207,,
11/8/2018 11:49:09,Bonner Springs Highschool,23,4,24.25,10.5,3,82,564,,Mrs. Johnson @bshsMrJohnson,nothing,,,207,,
11/8/2018 11:51:19,Bonner springs high school ,17.5,2.5,11.5,9,0.3,50,490,NA,Jacob Johnson ,NA,,,200,,
11/8/2018 11:53:18,,15.5,2.5,14,9,0.3,59.5,510,,,,,,,,
11/8/2018 11:53:33,bonner springs high school,32,4.5,29,9,0.3,99,427,,Mr. Johnson,,,,213,,
11/8/2018 13:58:54,Bonner Springs High School,19.1,3,27,8.9,0.3,60,417,,Ms. Hill,,,,210,,
11/8/2018 13:59:35,bonnersprings High school,7.32,2.5,5.5,8.9,0.3,23,280,,Mrs Andrea Hill,,,,250,,
11/8/2018 14:02:19,Bonner Springs ,28,4,24,9,0.3,94,400,,bahsmrjohnson,,,,207,,
11/8/2018 14:02:56,Bonner Springs High School,33,5,32,9,0.3,102,465,,bshsmrjohnson,,,,523,,
11/8/2018 14:03:00,Bonner Springs High School ,18,2,13,9,0.3,54.5,328,we did but it stopped before it got to the pumpkin breaking ,bshsmrjohnson,,,,345,,
11/8/2018 14:06:12,Bonner springs high school,18,2.5,14,9,0.3,55.5,200,,Bshsmr.johnson,,,,200,,
11/8/2018 15:05:02,Bonner Springs High School ,19.1,1.5,13.5,8.9,0.3,60,232,,Hill,,,,207,,
11/8/2018 15:09:45,,16.2,,14.5,8.9,0.3,51,310,,hill,,,,,,
11/8/2018 15:11:12,Bonner Springs High School,31.2,2.6,22,8.9,0.3,98,236,,Ms. Hill,,,,225,,
11/8/2018 15:35:43,,29,4,27,9,0.3,94,505,,,,,,230,,
11/8/2018 15:41:14,Bonner Springs High School,28,4.5,25,9,3,88,380,,Mr. Johnson,,,,220,,
11/8/2018 15:41:45,Bonner Springs High School,22,5.5,29,9,0.3,66.5,410,,Mr.Johnson,,,,220,,
11/8/2018 15:42:17,,33,5.5,28,9,0.3,98,305,,,,,,250,,
11/8/2018 15:47:06,Bonner Springs High School ,29,4,27,7,2,94,505,,Johnson,,,,230,,
11/9/2018 12:06:25,Mississinawa Valley High School,25.4,4,25,18,1,86,310,,@_andrewking_,,,,,,
11/9/2018 13:51:41,Bonner Springs High School,27,4,29,14,2,98,206,,Jacob Johnson,,,,206,,
11/9/2018 14:14:57,Clemens Mill Public School,26,4,25.5,34,3,73.64,320,,@mrs_s_stone,,,,238,,
11/9/2018 14:28:21,Clemens Mill Public School,25,2.6,26,32,2,78.5,345,,@mrs_s_stone,,,,245,,
11/9/2018 16:07:17,Gatesville High School,26,4,27,7.62,0.32,90,505,,Bruton/@MJBruton,,,,235,,
11/12/2018 9:23:58,Vantage Career Center,25,2.5,,8.5,3,75,120,,Mrs.Horstman,,,,,,
11/12/2018 9:27:02,Vantage Career Center,25,2.5,25,8.5,3,75,120,,Mrs. Horstman,,,,,,
11/12/2018 10:13:39,vantage,24,2.75,23,8.5,3,75,89,,mrs. horsetman,our pumpkin was starting to rot ,,,,,
11/12/2018 10:13:49,Vantage,24,2.75,23,8.5,3,75,89,,Mrs. horstman,our pumpkins were starting to rot,,,,,
11/12/2018 10:14:39,Courtney Hawn,27,3.5,27,8.5,3,84,451,,Mrs. Brickner,Pumpkin was rotting.,,,,,
11/12/2018 11:04:42,Vantagecareercenter,33,3.5,31.5,8.5,3,104,274,,Mrs. Horstman,how is your day?,,,253,,
11/12/2018 11:43:44,Vantage,30,3.5,27,8.5,3,94,340,,Mrs. Horstman,,,,,,
11/12/2018 13:22:10,vantage career center,27,3,26,8.5,3,85,220,,Mrs. Horstman,"it was the best out the Walmart pumpkins we got 
it had a stem
it was round and wasn't rotten ",,,,,
11/12/2018 14:07:03,Vantage,27,3.5,31,8.5,3,84,451,,mrs horstman,,,,400,,
11/14/2018 8:36:10,Fallsburg CSD,18,3.5,34.5,20.2,,75,289,,Mrs. Motter,,,,883,,
11/14/2018 13:32:17,Fallsburg CSD,20,3.5,22,19,,75,192,,Mrs. Motter,,,,301,,
12/12/2018 14:11:45,Bonner springs High School,28,4.5,24,,,91,460,,Mr. Johnson,,,,200,,
10/10/2019 9:54:17,FE Madill,28,3,20.7,9.3,3,89,448,,Shelley McLennan,,,,,,
10/11/2019 11:26:21,Highlands High School,26.276,3,24.892,8.89,0.3,82.55,280,https://www.youtube.com/watch?v=W-vL1xtEf8k&feature=youtu.be,Mr. Kampschmidt  @kampy513,,,,,,
10/11/2019 11:27:55,Highlands High School,31.532,2.75,24.14,8.89,0.3,99.06,275,https://www.youtube.com/watch?v=Hb2SmW_W0eo&feature=youtu.be,Mr. Kampschmidt  @kampy513,,,,,,
10/17/2019 9:18:54,Tolles ,14,3,13,8.9,0.46,47,211,,Mrs.Steiner ,,,,300,,
10/17/2019 14:21:45,Welland Centennial,26,,,,,62,144,,Snopek,,,,,,
10/28/2019 9:07:18,Glendale High School,27.4,3.5,27,9.5,3,86,264,,Ms. Yarker,,,,,,
10/28/2019 12:03:46,CFIS,24,3,25,8.9,6,77,240,,Mme Caro,,,,275,,
10/28/2019 12:04:59,CFIS,23,3,25,8.9,6,78,250,,Mme Caro,,,,200,,
10/28/2019 12:05:50,CFIS,25,2.5,23,8.9,6,78,141,,Mme Caro,,,,208,,
10/28/2019 12:28:25,Glendale High School,27.4,,30,7.5,3,86,332,,Mrs. Gilvesy ,,,,,,
10/29/2019 13:26:49,Hamilton Holmes Middle School,27.4,3.81,33.02,8.5,0.5,86.36,127,,Peck,,,,,,
10/29/2019 13:29:24,Hamilton Holmes Middle School,25.9,3.1,31.75,8.5,0.5,81.5,170,,Peck,,,,300,,
10/29/2019 13:31:31,Hamilton Holmes Middle School,24.13,1.27,30.48,8.5,0.5,76.2,79,,Peck,,,,115,,
10/29/2019 20:26:28,Port Augusta Secondary School,25,3.5,23,25,15,82,91,,@LoaderShane,,,,,,
10/30/2019 7:04:51,TEst,34,34,34,34,34,34,44,,Test,,,,TEst,,
10/30/2019 10:16:54,Mississinawa Valley,21,2.5,21.3,8.9,0.16,66,278,,@gwen_bergman,,,,180,,
10/30/2019 13:49:57,Henley middle school,21,3.5,9.5,4,0.5,72,310,,,,,,245,,
10/30/2019 13:51:34,Henley,42.5,4,22,50,4,85,318,,Mr.Farrell,,,,317,,
10/30/2019 13:56:20,Henley,8,7.2,25,7.5,7,27,305,,Farrell,,,,,,
10/30/2019 13:56:31,Henley Middle School,8,7.62,25,7.3,7,27,305,,Shane Farrell,Put your rubber bands close together towards the middle this helps it explode quicker! :),,,246,,
10/30/2019 13:59:05,Henley Middle School,22,3.5,30,4,1,2.75,423,,Mr. Farrell,,,,256,,
10/30/2019 15:13:24,Henley,19.13,3,,7,3,60.13,136,,Mr. Ferrell,Yeet,,,,,
10/30/2019 15:14:34,henley middle schooll,19,2,22,19,2.5,73,225,,farrell,,,,230,,
10/30/2019 15:19:10,j.t.henley middle school,53.5,4,,24,21,75,187,NO,shane farrell,NO,,,240,,
10/30/2019 15:23:15,Henley middle school,53,4,24,16,3,75,214,,Mr. Farrell,,,,230,,
,South Middle School Liberal KS,26,3,19,3.5 x 0.25 ,,72,415,,,,,Martin,421,,
